date,nav,scheme_code,daily_return
2025-02-11,103.3491,119551,0.00036007468645937735
2025-02-12,103.3327,119551,-0.00015868546508879255
2025-02-13,103.3413,119551,8.322631654844592e-05
2025-02-14,103.3587,119551,0.00016837411567305338
2025-02-17,103.4024,119551,0.00042279943536449593
2025-02-18,103.428,119551,0.0002475764585734286
2025-02-20,103.4473,119551,0.00018660324090191693
2025-02-21,103.4606,119551,0.0001285678794904488
2025-02-24,103.523,119551,0.0006031281473333205
2025-02-25,103.5311,119551,7.824348212470689e-05
2025-02-27,103.475,119551,-0.0005418661638869615
2025-02-28,103.4542,119551,-0.00020101473785938406
2025-03-03,103.4915,119551,0.00036054601939805586
2025-03-04,103.4961,119551,4.444809477099909e-05
2025-03-05,103.5156,119551,0.00018841289671800432
2025-03-06,103.577,119551,0.0005931473130618148
2025-03-07,103.5932,119551,0.00015640537957262168
2025-03-10,103.6318,119551,0.00037261132970112243
2025-03-11,103.6633,119551,0.0003039607533594779
2025-03-12,103.6937,119551,0.00029325711220851147
2025-03-13,103.7314,119551,0.0003635707858817838
2025-03-17,103.8183,119551,0.0008377405491490908
2025-03-18,103.8685,119551,0.0004835371028035773
2025-03-19,103.9843,119551,0.0011148712073438816
2025-03-20,104.0851,119551,0.0009693771078902458
2025-03-21,104.1787,119551,0.0008992641598077888
2025-03-24,104.2711,119551,0.0008869375409752411
2025-03-25,104.3152,119551,0.0004229359813026079
2025-03-26,104.4275,119551,0.001076544933048984
2025-03-27,104.5887,119551,0.0015436546886595792
2025-03-28,104.798,119551,0.002001172210764679
2025-03-31,104.8517,119551,0.000512414359052471
2025-04-02,105.2693,119551,0.003982768042864349
2025-04-03,105.407,119551,0.0013080736739010668
2025-04-04,105.4731,119551,0.0006270930773100147
2025-04-07,105.4895,119551,0.00015548988320257529
2025-04-08,105.4798,119551,-9.195227961089625e-05
2025-04-09,105.595,119551,0.0010921522414717444
2025-04-11,105.7166,119551,0.001151569676594466
2025-04-15,105.8256,119551,0.0010310585092596636
2025-04-16,105.9138,119551,0.0008334467274460078
2025-04-17,106.0393,119551,0.0011849258547989017
2025-04-21,106.1959,119551,0.0014768109559379905
2025-04-22,106.2867,119551,0.0008550235931896744
2025-04-23,106.3557,119551,0.0006491875276963821
2025-04-24,106.3431,119551,-0.00011847037817425132
2025-04-25,106.2928,119551,-0.00047299730777083937
2025-04-28,106.3422,119551,0.0004647539626390085
2025-04-29,106.4231,119551,0.0007607516113077306
2025-04-30,106.4272,119551,3.8525470503980586e-05
2025-05-02,106.4573,119551,0.00028282243636978954
2025-05-05,106.5451,119551,0.0008247438174742161
2025-05-06,106.5085,119551,-0.0003435165014628039
2025-05-07,106.5585,119551,0.0004694461005458894
2025-05-08,106.3466,119551,-0.0019885790434361894
2025-05-09,106.2789,119551,-0.0006365976909463722
2025-05-13,106.6661,119551,0.003643244331659412
2025-05-14,106.7901,119551,0.0011625061758140376
2025-05-15,106.9055,119551,0.0010806245148193838
2025-05-16,107.0688,119551,0.0015275172933104653
2025-05-19,107.1766,119551,0.001006829253713537
2025-05-20,107.2867,119551,0.0010272764763950004
2025-05-21,107.4878,119551,0.001874416866209927
2025-05-22,107.5193,119551,0.0002930565143208774
2025-05-23,107.5534,119551,0.00031715236241303124
2025-05-26,107.6218,119551,0.0006359631587657955
2025-05-27,107.6329,119551,0.00010313895511893101
2025-05-28,107.6822,119551,0.00045803838789049145
2025-05-29,107.6883,119551,5.664817397854627e-05
2025-05-30,107.657,119551,-0.00029065367361169603
2025-06-02,107.7103,119551,0.0004950908905134721
2025-06-03,107.7345,119551,0.00022467674864889986
2025-06-04,107.7469,119551,0.00011509776348339606
2025-06-05,107.7812,119551,0.00031833862505559196
2025-06-06,108.0092,119551,0.0021153967482270275
2025-06-09,107.886,119551,-0.001140643574806699
2025-06-10,107.6421,119551,-0.002260719648517817
2025-06-11,107.5439,119551,-0.0009122824619736125
2025-06-12,107.4825,119551,-0.000570929638965989
